condition,step,hypothesis,expected_action,excess_cm,base,belief,walked_cm
s00_off,72,d(item_6),move_to(?target=shelf_3),1158.9,0.021244,0.001,580.0
s00_off,73,d(item_2),move_to(?target=shelf_3),1198.9,1e-06,0.001,600.0
s00_off,73,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,620.0
s00_off,73,d(item_4),move_to(?target=shelf_3),1198.9,3e-05,0.001,600.0
s00_off,73,d(item_6),move_to(?target=shelf_3),1198.9,0.021244,0.001,600.0
s00_off,74,d(item_2),move_to(?target=shelf_3),1238.9,1e-06,0.001,620.0
s00_off,74,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,640.0
s00_off,74,d(item_4),move_to(?target=shelf_3),1238.9,3e-05,0.001,620.0
s00_off,74,d(item_6),move_to(?target=shelf_3),1238.9,0.021244,0.001,620.0
s00_off,75,d(item_2),move_to(?target=shelf_3),1278.9,1e-06,0.001,640.0
s00_off,75,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,660.0
s00_off,75,d(item_4),move_to(?target=shelf_3),1278.9,3e-05,0.001,640.0
s00_off,75,d(item_6),move_to(?target=shelf_3),1278.9,0.021244,0.001,640.0
s00_off,76,d(item_2),move_to(?target=shelf_3),1318.9,0.0,0.001,660.0
s00_off,76,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.09999,0.995,0.0
s00_off,76,d(item_4),move_to(?target=shelf_3),1318.9,3e-06,0.001,660.0
s00_off,76,d(item_6),move_to(?target=shelf_3),1318.9,0.002126,0.001,660.0
s00_off,77,d(item_2),move_to(?target=shelf_3),1318.9,0.0,0.001,660.0
s00_off,77,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.09999,0.995,0.0
s00_off,77,d(item_4),move_to(?target=shelf_3),1318.9,3e-06,0.001,660.0
s00_off,77,d(item_6),move_to(?target=shelf_3),1318.9,0.002126,0.001,660.0
s00_off,78,d(item_2),move_to(?target=item_2),0.0,0.25,0.2495,0.0
s00_off,78,d(item_4),move_to(?target=item_4),0.0,0.25,0.2495,0.0
s00_off,78,d(item_6),move_to(?target=item_6),0.0,0.25,0.2495,0.0
s00_off,79,d(item_2),move_to(?target=item_2),0.0,0.25,0.2495,0.0
s00_off,79,d(item_4),move_to(?target=item_4),0.0,0.25,0.2495,0.0
s00_off,79,d(item_6),move_to(?target=item_6),0.0,0.25,0.2495,0.0
s00_off,80,d(item_2),move_to(?target=item_2),0.0,0.25,0.2495,0.0
s00_off,80,d(item_4),move_to(?target=item_4),0.0,0.25,0.2495,0.0
s00_off,80,d(item_6),move_to(?target=item_6),0.0,0.25,0.2495,0.0
s00_off,81,d(item_2),move_to(?target=item_2),0.0,0.033367,0.333,20.0
s00_off,81,d(item_4),move_to(?target=item_4),0.9,0.033367,0.3314,20.0
s00_off,81,d(item_6),move_to(?target=item_6),19.7,0.033367,0.3002,20.0
s00_off,82,d(item_2),move_to(?target=item_2),0.0,0.03468,0.3461,40.0
s00_off,82,d(item_4),move_to(?target=item_4),1.9,0.03468,0.3428,40.0
s00_off,82,d(item_6),move_to(?target=item_6),42.0,0.03468,0.2745,40.0
s00_off,83,d(item_2),move_to(?target=item_2),0.0,0.036234,0.3616,60.0
s00_off,83,d(item_4),move_to(?target=item_4),3.0,0.036234,0.3562,60.0
s00_off,83,d(item_6),move_to(?target=item_6),67.5,0.036234,0.244,60.0
s00_off,84,d(item_2),move_to(?target=item_2),0.0,0.038045,0.3797,80.0
s00_off,84,d(item_4),move_to(?target=item_4),4.1,0.038045,0.3719,80.0
s00_off,84,d(item_6),move_to(?target=item_6),97.2,0.038045,0.2084,80.0
s00_off,85,d(item_2),move_to(?target=item_2),0.0,0.040071,0.3999,100.0
s00_off,85,d(item_4),move_to(?target=item_4),5.3,0.040071,0.3894,100.0
s00_off,85,d(item_6),move_to(?target=item_6),131.9,0.040071,0.1687,100.0
s00_off,86,d(item_2),move_to(?target=item_2),0.0,0.042181,0.421,120.0
s00_off,86,d(item_4),move_to(?target=item_4),6.5,0.042181,0.4072,120.0
s00_off,86,d(item_6),move_to(?target=item_6),172.1,0.042181,0.1277,120.0
s00_off,87,d(item_2),move_to(?target=item_2),0.0,0.044169,0.4408,140.0
s00_off,87,d(item_4),move_to(?target=item_4),7.9,0.044169,0.4234,140.0
s00_off,87,d(item_6),move_to(?target=item_6),217.8,0.044169,0.0897,140.0
s00_off,88,d(item_2),move_to(?target=item_2),0.0,0.045847,0.4576,160.0
s00_off,88,d(item_4),move_to(?target=item_4),9.3,0.045847,0.4362,160.0
s00_off,88,d(item_6),move_to(?target=item_6),268.4,0.045847,0.0585,160.0
s00_off,89,d(item_2),move_to(?target=item_2),-0.0,0.047132,0.4704,180.0
s00_off,89,d(item_4),move_to(?target=item_4),10.9,0.047132,0.4448,180.0
s00_off,89,d(item_6),move_to(?target=item_6),323.1,0.047132,0.0358,180.0
s00_off,90,d(item_2),move_to(?target=item_2),0.0,0.048059,0.4796,200.0
s00_off,90,d(item_4),move_to(?target=item_4),12.5,0.048059,0.4496,200.0
s00_off,90,d(item_6),move_to(?target=item_6),380.8,0.048059,0.0208,200.0
s00_off,91,d(item_2),move_to(?target=item_2),-0.0,0.048709,0.4861,220.0
s00_off,91,d(item_4),move_to(?target=item_4),14.3,0.048709,0.4513,220.0
s00_off,91,d(item_6),move_to(?target=item_6),438.8,0.048709,0.0119,220.0
s00_off,92,d(item_2),move_to(?target=item_2),0.0,0.049131,0.4903,240.0
s00_off,92,d(item_4),move_to(?target=item_4),16.3,0.049131,0.4505,240.0
s00_off,92,d(item_6),move_to(?target=item_6),478.8,0.049131,0.0081,240.0
s00_off,93,d(item_2),move_to(?target=item_2),0.0,0.049789,0.4964,260.0
s00_off,93,d(item_4),move_to(?target=item_4),18.4,0.049789,0.451,260.0
s00_off,94,d(item_2),move_to(?target=item_2),0.0,0.05007,0.4992,280.0
s00_off,94,d(item_4),move_to(?target=item_4),20.6,0.05007,0.4479,280.0
s00_off,95,d(item_2),move_to(?target=item_2),0.0,0.050378,0.5023,300.0
s00_off,95,d(item_4),move_to(?target=item_4),23.1,0.050378,0.4445,300.0
s00_off,96,d(item_2),move_to(?target=item_2),0.0,0.050717,0.5056,320.0
s00_off,96,d(item_4),move_to(?target=item_4),25.8,0.050717,0.4408,320.0
s00_off,97,d(item_2),move_to(?target=item_2),0.0,0.051093,0.5094,340.0
s00_off,97,d(item_4),move_to(?target=item_4),28.8,0.051093,0.4367,340.0
s00_off,98,d(item_2),move_to(?target=item_2),0.0,0.05151,0.5136,360.0
s00_off,98,d(item_4),move_to(?target=item_4),32.0,0.05151,0.4321,360.0
s00_off,99,d(item_2),move_to(?target=item_2),0.0,0.051975,0.5182,380.0
s00_off,99,d(item_4),move_to(?target=item_4),35.6,0.051975,0.427,380.0
s00_off,100,d(item_2),move_to(?target=item_2),0.0,0.052497,0.5234,400.0
s00_off,100,d(item_4),move_to(?target=item_4),39.5,0.052497,0.4213,400.0
s00_off,101,d(item_2),move_to(?target=item_2),0.0,0.053083,0.5292,420.0
s00_off,101,d(item_4),move_to(?target=item_4),43.9,0.053083,0.4148,420.0
s00_off,102,d(item_2),move_to(?target=item_2),-0.0,0.053744,0.5358,440.0
s00_off,102,d(item_4),move_to(?target=item_4),48.8,0.053744,0.4076,440.0
s00_off,103,d(item_2),move_to(?target=item_2),0.0,0.054494,0.5433,460.0
s00_off,103,d(item_4),move_to(?target=item_4),54.3,0.054494,0.3994,460.0
s00_off,104,d(item_2),move_to(?target=item_2),0.0,0.055347,0.5518,480.0
s00_off,104,d(item_4),move_to(?target=item_4),60.4,0.055347,0.39,480.0
s00_off,105,d(item_2),move_to(?target=item_2),0.0,0.056319,0.5615,500.0
s00_off,105,d(item_4),move_to(?target=item_4),67.3,0.056319,0.3793,500.0
s00_off,106,d(item_2),move_to(?target=item_2),0.0,0.057431,0.5726,520.0
s00_off,106,d(item_4),move_to(?target=item_4),75.1,0.057431,0.3672,520.0
s00_off,107,d(item_2),move_to(?target=item_2),-0.0,0.058701,0.5853,540.0
s00_off,107,d(item_4),move_to(?target=item_4),83.9,0.058701,0.3532,540.0
s00_off,108,d(item_2),move_to(?target=item_2),0.0,0.060152,0.5997,560.0
s00_off,108,d(item_4),move_to(?target=item_4),93.8,0.060152,0.3373,560.0
s00_off,109,d(item_2),pick_up(?item=item_2),,0.094179,0.939,0.0
s00_off,109,d(item_4),move_to(?target=item_4),105.1,0.009418,0.0486,580.0
s00_off,110,d(item_2),pick_up(?item=item_2),,0.094179,0.939,0.0
s00_off,110,d(item_4),move_to(?target=item_4),105.1,0.009418,0.0486,580.0
s00_off,111,d(item_2),move_to(?target=kitting_table_0),0.0,0.654424,0.6525,0.0
s00_off,111,d(item_4),"place(?item=item_2,?target=shelf_2)",,0.033903,0.338,0.0
s00_off,112,d(item_2),move_to(?target=kitting_table_0),0.0,0.654424,0.6525,0.0
s00_off,112,d(item_4),"place(?item=item_2,?target=shelf_2)",,0.033903,0.338,0.0
s00_off,113,d(item_2),move_to(?target=kitting_table_0),0.0,0.094984,0.9469,20.0
s00_off,113,d(item_4),move_to(?target=shelf_2),0.0,0.049208,0.0491,0.0
s00_off,114,d(item_2),move_to(?target=kitting_table_0),0.0,0.070581,0.7035,40.0
s00_off,114,d(item_4),move_to(?target=shelf_2),40.0,0.036565,0.2925,20.0
s00_off,115,d(item_2),move_to(?target=kitting_table_0),0.0,0.07563,0.7538,60.0
s00_off,115,d(item_4),move_to(?target=shelf_2),80.0,0.039181,0.2422,40.0
s00_off,116,d(item_2),move_to(?target=kitting_table_0),0.0,0.080591,0.8033,80.0
s00_off,116,d(item_4),move_to(?target=shelf_2),120.0,0.041751,0.1927,60.0
s00_off,117,d(item_2),move_to(?target=kitting_table_0),0.0,0.085103,0.8483,100.0
s00_off,117,d(item_4),move_to(?target=shelf_2),160.0,0.044088,0.1477,80.0
s00_off,118,d(item_2),move_to(?target=kitting_table_0),0.0,0.088928,0.8865,120.0
s00_off,118,d(item_4),move_to(?target=shelf_2),200.0,0.04607,0.1095,100.0
s00_off,119,d(item_2),move_to(?target=kitting_table_0),0.0,0.091981,0.917,140.0
s00_off,119,d(item_4),move_to(?target=shelf_2),240.0,0.047652,0.079,120.0
s00_off,120,d(item_2),move_to(?target=kitting_table_0),0.0,0.094304,0.9402,160.0
s00_off,120,d(item_4),move_to(?target=shelf_2),280.0,0.048855,0.0558,140.0
s00_off,121,d(item_2),move_to(?target=kitting_table_0),0.0,0.096008,0.9572,180.0
s00_off,121,d(item_4),move_to(?target=shelf_2),320.0,0.049738,0.0388,160.0
s00_off,122,d(item_2),move_to(?target=kitting_table_0),0.0,0.097223,0.9693,200.0
s00_off,122,d(item_4),move_to(?target=shelf_2),360.0,0.050368,0.0267,180.0
s00_off,123,d(item_2),move_to(?target=kitting_table_0),0.0,0.098074,0.9778,220.0
s00_off,123,d(item_4),move_to(?target=shelf_2),400.0,0.050808,0.0182,200.0
s00_off,124,d(item_2),move_to(?target=kitting_table_0),0.0,0.098661,0.9836,240.0
s00_off,124,d(item_4),move_to(?target=shelf_2),440.0,0.051113,0.0124,220.0
s00_off,125,d(item_2),move_to(?target=kitting_table_0),0.0,0.099063,0.9876,260.0
s00_off,125,d(item_4),move_to(?target=shelf_2),480.0,0.051321,0.0084,240.0
s00_off,126,d(item_2),move_to(?target=kitting_table_0),0.0,0.099336,0.9904,280.0
s00_off,126,d(item_4),move_to(?target=shelf_2),520.0,0.051462,0.0056,260.0
s00_off,127,d(item_2),move_to(?target=kitting_table_0),0.0,0.099521,0.9922,300.0
s00_off,127,d(item_4),move_to(?target=shelf_2),560.0,0.051558,0.0038,280.0
s00_off,128,d(item_2),move_to(?target=kitting_table_0),0.0,0.099645,0.9935,320.0
s00_off,128,d(item_4),move_to(?target=shelf_2),600.0,0.051622,0.0025,300.0
s00_off,129,d(item_2),move_to(?target=kitting_table_0),0.0,0.099729,0.9943,340.0
s00_off,129,d(item_4),move_to(?target=shelf_2),640.0,0.051666,0.0017,320.0
s00_off,130,d(item_2),move_to(?target=kitting_table_0),0.0,0.099785,0.9949,360.0
s00_off,130,d(item_4),move_to(?target=shelf_2),680.0,0.051695,0.0011,340.0
s00_off,131,d(item_2),move_to(?target=kitting_table_0),0.0,0.099823,0.995,380.0
s00_off,131,d(item_4),move_to(?target=shelf_2),720.0,0.051714,0.001,360.0
s00_off,132,d(item_2),move_to(?target=kitting_table_0),0.0,0.099848,0.995,400.0
s00_off,132,d(item_4),move_to(?target=shelf_2),760.0,0.051728,0.001,380.0
s00_off,133,d(item_2),move_to(?target=kitting_table_0),0.0,0.099865,0.995,420.0
s00_off,133,d(item_4),move_to(?target=shelf_2),800.0,0.051736,0.001,400.0
s00_off,134,d(item_2),move_to(?target=kitting_table_0),0.0,0.099877,0.995,440.0
s00_off,134,d(item_4),move_to(?target=shelf_2),840.0,0.051742,0.001,420.0
s00_off,135,d(item_2),move_to(?target=kitting_table_0),0.0,0.099885,0.995,460.0
s00_off,135,d(item_4),move_to(?target=shelf_2),880.0,0.051746,0.001,440.0
s00_off,136,d(item_2),move_to(?target=kitting_table_0),0.0,0.09989,0.995,480.0
s00_off,136,d(item_4),move_to(?target=shelf_2),920.0,0.051749,0.001,460.0
s00_off,137,d(item_2),move_to(?target=kitting_table_0),0.0,0.099893,0.995,500.0
s00_off,137,d(item_4),move_to(?target=shelf_2),960.0,0.051751,0.001,480.0
s00_off,138,d(item_2),move_to(?target=kitting_table_0),0.0,0.099895,0.995,520.0
s00_off,138,d(item_4),move_to(?target=shelf_2),1000.0,0.051752,0.001,500.0
s00_off,139,d(item_2),move_to(?target=kitting_table_0),0.0,0.099897,0.995,540.0
s00_off,139,d(item_4),move_to(?target=shelf_2),1040.0,0.051753,0.001,520.0
s00_off,140,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.09999,0.995,0.0
s00_off,140,d(item_4),move_to(?target=shelf_2),1080.0,0.00518,0.001,540.0
s00_off,141,d(item_2),"place(?item=item_2,?target=kitting_table_0)",,0.09999,0.995,0.0
s00_off,141,d(item_4),move_to(?target=shelf_2),1080.0,0.00518,0.001,540.0
s00_off,142,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,143,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,144,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,145,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,146,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,147,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,148,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,149,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,150,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,151,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,152,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,153,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,154,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,155,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,156,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,157,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,158,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,159,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,160,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,161,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,162,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,163,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,164,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_off,165,d(item_4),move_to(?target=item_4),0.0,0.5,0.498,0.0
s00_on,0,d(item_2),move_to(?target=item_2),11.1,0.048911,0.4606,20.0
s00_on,0,d(item_3),move_to(?target=item_3),0.0,0.048911,0.4876,20.0
s00_on,1,d(item_2),move_to(?target=item_2),23.3,0.050406,0.4442,40.0
s00_on,1,d(item_3),move_to(?target=item_3),-0.0,0.050406,0.5026,40.0
s00_on,2,d(item_2),move_to(?target=item_2),36.8,0.052132,0.4253,60.0
s00_on,2,d(item_3),move_to(?target=item_3),0.0,0.052132,0.5198,60.0
s00_on,3,d(item_2),move_to(?target=item_2),51.5,0.054111,0.4036,80.0
s00_on,3,d(item_3),move_to(?target=item_3),-0.0,0.054111,0.5395,80.0
s00_on,4,d(item_2),move_to(?target=item_2),67.6,0.05636,0.3789,100.0
s00_on,4,d(item_3),move_to(?target=item_3),0.0,0.05636,0.5619,100.0
s00_on,5,d(item_2),move_to(?target=item_2),85.1,0.058884,0.3512,120.0
s00_on,5,d(item_3),move_to(?target=item_3),0.0,0.058884,0.5871,120.0
s00_on,6,d(item_2),move_to(?target=item_2),104.2,0.061664,0.3207,140.0
s00_on,6,d(item_3),move_to(?target=item_3),0.0,0.061664,0.6148,140.0
s00_on,7,d(item_2),move_to(?target=item_2),124.7,0.064658,0.2879,160.0
s00_on,7,d(item_3),move_to(?target=item_3),0.0,0.064658,0.6446,160.0
s00_on,8,d(item_2),move_to(?target=item_2),146.6,0.067797,0.2535,180.0
s00_on,8,d(item_3),move_to(?target=item_3),-0.0,0.067797,0.6759,180.0
s00_on,9,d(item_2),move_to(?target=item_2),170.1,0.070984,0.2185,200.0
s00_on,9,d(item_3),move_to(?target=item_3),0.0,0.070984,0.7077,200.0
s00_on,10,d(item_2),move_to(?target=item_2),194.9,0.07411,0.1842,220.0
s00_on,10,d(item_3),move_to(?target=item_3),0.0,0.07411,0.7389,220.0
s00_on,11,d(item_2),move_to(?target=item_2),221.0,0.077063,0.1519,240.0
s00_on,11,d(item_3),move_to(?target=item_3),0.0,0.077063,0.7683,240.0
s00_on,12,d(item_2),move_to(?target=item_2),248.4,0.079749,0.1224,260.0
s00_on,12,d(item_3),move_to(?target=item_3),0.0,0.079749,0.7951,260.0
s00_on,13,d(item_2),move_to(?target=item_2),277.0,0.082104,0.0966,280.0
s00_on,13,d(item_3),move_to(?target=item_3),0.0,0.082104,0.8186,280.0
s00_on,14,d(item_2),move_to(?target=item_2),306.6,0.084097,0.0747,300.0
s00_on,14,d(item_3),move_to(?target=item_3),0.0,0.084097,0.8384,300.0
s00_on,15,d(item_2),move_to(?target=item_2),337.1,0.085732,0.0568,320.0
s00_on,15,d(item_3),move_to(?target=item_3),-0.0,0.085732,0.8548,320.0
s00_on,16,d(item_2),move_to(?target=item_2),368.5,0.087036,0.0425,340.0
s00_on,16,d(item_3),move_to(?target=item_3),0.0,0.087036,0.8677,340.0
s00_on,17,d(item_2),move_to(?target=item_2),400.7,0.08805,0.0314,360.0
s00_on,17,d(item_3),move_to(?target=item_3),-0.0,0.08805,0.8779,360.0
s00_on,18,d(item_2),move_to(?target=item_2),433.6,0.088823,0.0229,380.0
s00_on,18,d(item_3),move_to(?target=item_3),-0.0,0.088823,0.8856,380.0
s00_on,19,d(item_2),move_to(?target=item_2),467.2,0.089402,0.0165,400.0
s00_on,19,d(item_3),move_to(?target=item_3),-0.0,0.089402,0.8913,400.0
s00_on,20,d(item_2),move_to(?target=item_2),501.3,0.08983,0.0118,420.0
s00_on,20,d(item_3),move_to(?target=item_3),-0.0,0.08983,0.8956,420.0
s00_on,21,d(item_2),move_to(?target=item_2),535.9,0.090141,0.0084,440.0
s00_on,21,d(item_3),move_to(?target=item_3),-0.0,0.090141,0.8987,440.0
s00_on,22,d(item_2),move_to(?target=item_2),570.9,0.090366,0.006,460.0
s00_on,22,d(item_3),move_to(?target=item_3),-0.0,0.090366,0.901,460.0
s00_on,23,d(item_2),move_to(?target=item_2),606.4,0.090527,0.0042,480.0
s00_on,23,d(item_3),move_to(?target=item_3),-0.0,0.090527,0.9026,480.0
s00_on,24,d(item_2),move_to(?target=item_2),642.2,0.090642,0.0029,500.0
s00_on,24,d(item_3),move_to(?target=item_3),-0.0,0.090642,0.9037,500.0
s00_on,25,d(item_2),move_to(?target=item_2),678.3,0.090723,0.002,520.0
s00_on,25,d(item_3),move_to(?target=item_3),-0.0,0.090723,0.9045,520.0
s00_on,26,d(item_2),move_to(?target=item_2),714.8,0.090779,0.0014,540.0
s00_on,26,d(item_3),move_to(?target=item_3),0.0,0.090779,0.9051,540.0
s00_on,27,d(item_2),move_to(?target=item_2),751.5,0.090819,0.001,560.0
s00_on,27,d(item_3),move_to(?target=item_3),-0.0,0.090819,0.9055,560.0
s00_on,28,d(item_2),move_to(?target=item_2),788.4,0.090847,0.001,580.0
s00_on,28,d(item_3),move_to(?target=item_3),0.0,0.090847,0.9055,580.0
s00_on,29,d(item_2),move_to(?target=item_2),825.5,0.090866,0.001,600.0
s00_on,29,d(item_3),move_to(?target=item_3),0.0,0.090866,0.9055,600.0
s00_on,30,d(item_2),move_to(?target=item_2),862.9,0.09088,0.001,620.0
s00_on,30,d(item_3),move_to(?target=item_3),0.0,0.09088,0.9055,620.0
s00_on,31,d(item_2),move_to(?target=item_2),900.4,0.090889,0.001,640.0
s00_on,31,d(item_3),move_to(?target=item_3),0.0,0.090889,0.9055,640.0
s00_on,32,d(item_2),move_to(?target=item_2),938.1,0.090895,0.001,660.0
s00_on,32,d(item_3),move_to(?target=item_3),0.0,0.090895,0.9055,660.0
s00_on,33,d(item_2),move_to(?target=item_2),975.9,0.0909,0.001,680.0
s00_on,33,d(item_3),move_to(?target=item_3),0.0,0.0909,0.9055,680.0
s00_on,34,d(item_2),move_to(?target=item_2),1013.8,0.090903,0.001,700.0
s00_on,34,d(item_3),move_to(?target=item_3),0.0,0.090903,0.9055,700.0
s00_on,35,d(item_2),move_to(?target=item_2),1051.9,0.090905,0.001,720.0
s00_on,35,d(item_3),move_to(?target=item_3),0.0,0.090905,0.9055,720.0
s00_on,36,d(item_2),move_to(?target=item_2),1090.1,0.090906,0.001,740.0
s00_on,36,d(item_3),move_to(?target=item_3),0.0,0.090906,0.9055,740.0
s00_on,37,d(item_2),move_to(?target=item_2),1128.4,0.090907,0.001,760.0
s00_on,37,d(item_3),move_to(?target=item_3),0.0,0.090907,0.9055,760.0
s00_on,38,d(item_2),move_to(?target=item_2),1166.8,0.090908,0.001,780.0
s00_on,38,d(item_3),move_to(?target=item_3),0.0,0.090908,0.9055,780.0
s00_on,39,d(item_2),move_to(?target=item_2),1205.3,0.009901,0.001,800.0
s00_on,39,d(item_3),pick_up(?item=item_3),,0.09901,0.9861,0.0
s00_on,40,d(item_2),move_to(?target=item_2),1205.3,0.009901,0.001,800.0
s00_on,40,d(item_3),pick_up(?item=item_3),,0.09901,0.9861,0.0
s00_on,41,d(item_2),"place(?item=item_3,?target=shelf_3)",,1e-06,0.001,0.0
s00_on,41,d(item_3),move_to(?target=kitting_table_0),0.0,0.990088,0.9861,0.0
s00_on,42,d(item_2),"place(?item=item_3,?target=shelf_3)",,1e-06,0.001,0.0
s00_on,42,d(item_3),move_to(?target=kitting_table_0),0.0,0.990088,0.9861,0.0
s00_on,43,d(item_2),move_to(?target=shelf_3),0.0,1e-06,0.001,0.0
s00_on,43,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,20.0
s00_on,44,d(item_2),move_to(?target=shelf_3),39.6,1e-06,0.001,20.0
s00_on,44,d(item_3),move_to(?target=kitting_table_0),0.0,0.099899,0.995,40.0
s00_on,45,d(item_2),move_to(?target=shelf_3),79.4,1e-06,0.001,40.0
s00_on,45,d(item_3),move_to(?target=kitting_table_0),0.0,0.099899,0.995,60.0
s00_on,46,d(item_2),move_to(?target=shelf_3),119.3,1e-06,0.001,60.0
s00_on,46,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,80.0
s00_on,47,d(item_2),move_to(?target=shelf_3),159.2,1e-06,0.001,80.0
s00_on,47,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,100.0
s00_on,48,d(item_2),move_to(?target=shelf_3),199.1,1e-06,0.001,100.0
s00_on,48,d(item_3),move_to(?target=kitting_table_0),-0.0,0.0999,0.995,120.0
s00_on,49,d(item_2),move_to(?target=shelf_3),239.1,1e-06,0.001,120.0
s00_on,49,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,140.0
s00_on,50,d(item_2),move_to(?target=shelf_3),279.1,1e-06,0.001,140.0
s00_on,50,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,160.0
s00_on,51,d(item_2),move_to(?target=shelf_3),319.0,1e-06,0.001,160.0
s00_on,51,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.995,180.0
s00_on,52,d(item_2),move_to(?target=shelf_3),359.0,1e-06,0.001,180.0
